0_aggregator,0_dataset,0_getout,0_net,1_L2_norm,1_Lr,1_SAattDim,1_Wd,1_dropoutAttn,1_dropoutFeat,1_featType,1_hiddenDim,1_numLayers,1_numOfEpoch,1_numOfHeads,2_valAcc_mean,2_valAcc_std,2_valMaF1_mean,2_valMaF1_std,2_valMaPre_mean,2_valMaPre_std,2_valMaRec_mean,2_valMaRec_std,2_valMiF1_mean,2_valMiF1_std,2_valMiPre_mean,2_valMiPre_std,2_valMiRec_mean,2_valMiRec_std,3_inference_time_per_epoch_mean,3_inference_time_per_epoch_total,3_peak_memory,3_testAcc_mean,3_testAcc_std,3_testMaF1_mean,3_testMaF1_std,3_testMaPre_mean,3_testMaPre_std,3_testMaRec_mean,3_testMaRec_std,3_testMiF1_mean,3_testMiF1_std,3_testMiPre_mean,3_testMiPre_std,3_testMiRec_mean,3_testMiRec_std,3_training_time_per_epoch_mean,3_training_time_per_epoch_total
SA,IMDB,,slotGAT,False,0.0001,3,0.001,0.2,0.8,1,128,3,300,8,,,0.644021656976368,0.016548875904612827,0.719427610423795,0.016133209222374698,0.6018201651835643,0.0226782603662638,0.6875955489125253,0.017573357202156015,0.7398519030746913,0.01725410060182751,0.6424258845513832,0.020892995652371776,0.13011231421123193,0.13011231422424316,5.675892353057861,,,0.6395314316290778,0.00724604600856972,0.7070406761876074,0.007962882390153893,0.6004686516560885,0.008098327724679786,0.6855390425591088,0.004730828405470599,0.7300156978816448,0.005216550072517364,0.6461983023297815,0.006032255516891366,0.22893899631182232,60.62268900871277
